phase,arm,config_hash,seed,corpus,split_file,eval_partition,n_params,n_params_trainable,epochs_run,best_epoch,acc,bal_acc,prec,rec,f1,auc,acc_urdu,acc_english,acc_digit,f1_urdu,f1_english,f1_digit,n_urdu,n_english,n_digit,optimizer,learning_rate,weight_decay,depth_config,sca_d,sca_r,backbone,runtime_s,env,timestamp
tuning,A2_all,867f648391,102,primary,split_v1.json,val,9821161,6592297,15,10,0.822581,0.772938,0.826087,0.926829,0.873563,0.88734,0.853659,0.888889,0.666667,0.90625,0.888889,0.714286,41,9,12,adam,0.001,0.0,all,16,16,mobilenet,279.09,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T01:42:30+00:00
tuning,A2_all,867f648391,103,primary,split_v1.json,val,9821161,6592297,18,13,0.741935,0.665505,0.755102,0.902439,0.822222,0.846109,0.804878,0.666667,0.583333,0.878788,0.666667,0.666667,41,9,12,adam,0.001,0.0,all,16,16,mobilenet,332.66,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T01:48:03+00:00
tuning,A2_all,2ec191b9a9,101,primary,split_v1.json,val,9821161,6592297,11,6,0.790323,0.713705,0.78,0.95122,0.857143,0.876887,0.829268,0.555556,0.833333,0.892308,0.6,0.875,41,9,12,rmsprop,0.0001,0.0,all,16,16,mobilenet,211.25,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T01:51:34+00:00
tuning,A2_all,2ec191b9a9,102,primary,split_v1.json,val,9821161,6592297,9,4,0.774194,0.759582,0.846154,0.804878,0.825,0.815331,0.804878,0.777778,0.666667,0.862069,0.75,0.714286,41,9,12,rmsprop,0.0001,0.0,all,16,16,mobilenet,169.27,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T01:54:24+00:00
tuning,A2_all,2ec191b9a9,103,primary,split_v1.json,val,9821161,6592297,12,7,0.822581,0.761324,0.8125,0.95122,0.876404,0.793264,0.853659,0.777778,0.75,0.909091,0.75,0.8,41,9,12,rmsprop,0.0001,0.0,all,16,16,mobilenet,211.6,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T01:57:55+00:00
tuning,A2_all,befa0838c2,101,primary,split_v1.json,val,9821161,6592297,11,6,0.774194,0.713124,0.787234,0.902439,0.840909,0.858304,0.780488,0.777778,0.75,0.861538,0.75,0.8,41,9,12,rmsprop,0.0003,0.0,all,16,16,mobilenet,194.08,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:01:09+00:00
tuning,A2_all,befa0838c2,102,primary,split_v1.json,val,9821161,6592297,12,7,0.83871,0.831591,0.897436,0.853659,0.875,0.885017,0.853659,0.888889,0.75,0.903226,0.857143,0.727273,41,9,12,rmsprop,0.0003,0.0,all,16,16,mobilenet,217.46,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:04:47+00:00
tuning,A2_all,befa0838c2,103,primary,split_v1.json,val,9821161,6592297,16,11,0.774194,0.724739,0.8,0.878049,0.837209,0.818815,0.780488,0.777778,0.75,0.861538,0.75,0.769231,41,9,12,rmsprop,0.0003,0.0,all,16,16,mobilenet,272.96,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:09:20+00:00
tuning,A2_all,123f49dd2a,101,primary,split_v1.json,val,9821161,6592297,6,1,0.677419,0.581882,0.705882,0.878049,0.782609,0.73403,0.707317,0.666667,0.583333,0.823529,0.666667,0.666667,41,9,12,rmsprop,0.001,0.0,all,16,16,mobilenet,106.18,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:11:06+00:00
tuning,A2_all,123f49dd2a,102,primary,split_v1.json,val,9821161,6592297,10,5,0.693548,0.698606,0.823529,0.682927,0.746667,0.796748,0.682927,0.888889,0.583333,0.763636,0.888889,0.545455,41,9,12,rmsprop,0.001,0.0,all,16,16,mobilenet,176.69,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:14:03+00:00
tuning,A2_all,123f49dd2a,103,primary,split_v1.json,val,9821161,6592297,12,7,0.758065,0.654472,0.740741,0.97561,0.842105,0.836237,0.780488,0.666667,0.75,0.869565,0.727273,0.8,41,9,12,rmsprop,0.001,0.0,all,16,16,mobilenet,217.23,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:17:40+00:00
tuning,A2_early,96085f4421,101,primary,split_v1.json,val,9654025,6425161,9,4,0.693548,0.570848,0.696429,0.95122,0.804124,0.840883,0.756098,0.777778,0.416667,0.857143,0.8,0.588235,41,9,12,adam,0.0001,0.0,early,16,16,mobilenet,172.35,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:20:33+00:00
tuning,A2_early,96085f4421,102,primary,split_v1.json,val,9654025,6425161,8,3,0.693548,0.605691,0.72,0.878049,0.791209,0.774681,0.780488,0.666667,0.416667,0.865672,0.666667,0.533333,41,9,12,adam,0.0001,0.0,early,16,16,mobilenet,150.84,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:23:04+00:00
tuning,A2_early,96085f4421,103,primary,split_v1.json,val,9654025,6425161,11,6,0.774194,0.713124,0.787234,0.902439,0.840909,0.875726,0.829268,0.777778,0.583333,0.888889,0.8,0.666667,41,9,12,adam,0.0001,0.0,early,16,16,mobilenet,190.13,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:26:14+00:00
tuning,A2_early,f2bc683b96,101,primary,split_v1.json,val,9654025,6425161,7,2,0.709677,0.606272,0.716981,0.926829,0.808511,0.781649,0.731707,0.777778,0.583333,0.84058,0.75,0.705882,41,9,12,adam,0.0003,0.0,early,16,16,mobilenet,122.57,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:28:17+00:00
tuning,A2_early,f2bc683b96,102,primary,split_v1.json,val,9654025,6425161,20,15,0.774194,0.747967,0.829268,0.829268,0.829268,0.858304,0.804878,0.888889,0.583333,0.870968,0.857143,0.615385,41,9,12,adam,0.0003,0.0,early,16,16,mobilenet,348.97,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:34:06+00:00
tuning,A2_early,f2bc683b96,103,primary,split_v1.json,val,9654025,6425161,12,7,0.774194,0.736353,0.813953,0.853659,0.833333,0.837398,0.829268,0.777778,0.583333,0.892308,0.75,0.545455,41,9,12,adam,0.0003,0.0,early,16,16,mobilenet,207.37,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:37:33+00:00
tuning,A2_early,31ce01e49e,101,primary,split_v1.json,val,9654025,6425161,8,3,0.677419,0.547038,0.684211,0.95122,0.795918,0.826945,0.756098,0.666667,0.416667,0.857143,0.727273,0.588235,41,9,12,adam,0.001,0.0,early,16,16,mobilenet,164.5,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:40:18+00:00
tuning,A2_early,31ce01e49e,102,primary,split_v1.json,val,9654025,6425161,12,7,0.725806,0.630081,0.730769,0.926829,0.817204,0.821138,0.756098,0.777778,0.583333,0.852941,0.8,0.666667,41,9,12,adam,0.001,0.0,early,16,16,mobilenet,210.45,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:43:48+00:00
tuning,A2_early,31ce01e49e,103,primary,split_v1.json,val,9654025,6425161,12,7,0.741935,0.665505,0.755102,0.902439,0.822222,0.807201,0.804878,0.777778,0.5,0.882353,0.75,0.571429,41,9,12,adam,0.001,0.0,early,16,16,mobilenet,223.95,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:47:32+00:00
tuning,A2_early,365890adbb,101,primary,split_v1.json,val,9654025,6425161,8,3,0.709677,0.606272,0.716981,0.926829,0.808511,0.831591,0.756098,0.777778,0.5,0.852941,0.8,0.625,41,9,12,rmsprop,0.0001,0.0,early,16,16,mobilenet,143.56,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:49:56+00:00
tuning,A2_early,365890adbb,102,primary,split_v1.json,val,9654025,6425161,11,6,0.725806,0.676539,0.772727,0.829268,0.8,0.811847,0.731707,1.0,0.5,0.825397,1.0,0.571429,41,9,12,rmsprop,0.0001,0.0,early,16,16,mobilenet,187.7,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:53:04+00:00
tuning,A2_early,365890adbb,103,primary,split_v1.json,val,9654025,6425161,7,2,0.741935,0.653891,0.745098,0.926829,0.826087,0.797909,0.780488,0.666667,0.666667,0.865672,0.666667,0.75,41,9,12,rmsprop,0.0001,0.0,early,16,16,mobilenet,121.93,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:55:06+00:00
tuning,A2_early,733d2aee17,101,primary,split_v1.json,val,9654025,6425161,8,3,0.758065,0.666086,0.75,0.95122,0.83871,0.872242,0.804878,0.777778,0.583333,0.882353,0.75,0.705882,41,9,12,rmsprop,0.0003,0.0,early,16,16,mobilenet,136.35,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:57:22+00:00
tuning,A2_early,733d2aee17,102,primary,split_v1.json,val,9654025,6425161,6,1,0.758065,0.700929,0.782609,0.878049,0.827586,0.774681,0.756098,0.888889,0.666667,0.84375,0.857143,0.75,41,9,12,rmsprop,0.0003,0.0,early,16,16,mobilenet,109.52,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T02:59:12+00:00
tuning,A2_early,733d2aee17,103,primary,split_v1.json,val,9654025,6425161,10,5,0.758065,0.712544,0.795455,0.853659,0.823529,0.797909,0.804878,0.777778,0.583333,0.875,0.75,0.615385,41,9,12,rmsprop,0.0003,0.0,early,16,16,mobilenet,176.19,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:02:08+00:00
tuning,A2_early,794fc4ed0e,101,primary,split_v1.json,val,9654025,6425161,11,6,0.693548,0.617305,0.729167,0.853659,0.786517,0.845528,0.707317,0.666667,0.666667,0.806452,0.666667,0.777778,41,9,12,rmsprop,0.001,0.0,early,16,16,mobilenet,193.09,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:05:21+00:00
tuning,A2_early,794fc4ed0e,102,primary,split_v1.json,val,9654025,6425161,7,2,0.725806,0.65331,0.75,0.878049,0.808989,0.770035,0.780488,0.666667,0.583333,0.857143,0.727273,0.666667,41,9,12,rmsprop,0.001,0.0,early,16,16,mobilenet,123.82,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:07:25+00:00
tuning,A2_early,794fc4ed0e,103,primary,split_v1.json,val,9654025,6425161,8,3,0.629032,0.603368,0.736842,0.682927,0.708861,0.696864,0.682927,0.666667,0.416667,0.786885,0.571429,0.363636,41,9,12,rmsprop,0.001,0.0,early,16,16,mobilenet,142.5,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:09:48+00:00
tuning,A2_late,6ca51c9d48,101,primary,split_v1.json,val,9784897,6556033,6,1,0.725806,0.641696,0.74,0.902439,0.813187,0.802555,0.731707,0.888889,0.583333,0.830769,0.888889,0.705882,41,9,12,adam,0.0001,0.0,late,16,16,mobilenet,35.5,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:10:24+00:00
tuning,A2_late,6ca51c9d48,102,primary,split_v1.json,val,9784897,6556033,13,8,0.725806,0.630081,0.730769,0.926829,0.817204,0.842044,0.780488,0.666667,0.583333,0.865672,0.666667,0.705882,41,9,12,adam,0.0001,0.0,late,16,16,mobilenet,38.79,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:11:02+00:00
tuning,A2_late,6ca51c9d48,103,primary,split_v1.json,val,9784897,6556033,9,4,0.709677,0.675958,0.780488,0.780488,0.780488,0.83043,0.731707,0.777778,0.583333,0.819672,0.75,0.615385,41,9,12,adam,0.0001,0.0,late,16,16,mobilenet,27.4,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:11:30+00:00
tuning,A2_late,144d3e70ad,101,primary,split_v1.json,val,9784897,6556033,7,2,0.725806,0.618467,0.722222,0.95122,0.821053,0.828107,0.756098,0.777778,0.583333,0.852941,0.8,0.705882,41,9,12,adam,0.0003,0.0,late,16,16,mobilenet,21.89,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:11:52+00:00
tuning,A2_late,144d3e70ad,102,primary,split_v1.json,val,9784897,6556033,7,2,0.693548,0.582462,0.703704,0.926829,0.8,0.756098,0.756098,0.555556,0.583333,0.848485,0.666667,0.705882,41,9,12,adam,0.0003,0.0,late,16,16,mobilenet,21.67,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:12:14+00:00
tuning,A2_late,144d3e70ad,103,primary,split_v1.json,val,9784897,6556033,7,2,0.774194,0.666667,0.745455,1.0,0.854167,0.876887,0.804878,0.777778,0.666667,0.882353,0.8,0.777778,41,9,12,adam,0.0003,0.0,late,16,16,mobilenet,21.47,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:12:35+00:00
tuning,A2_late,6f9e402b9e,101,primary,split_v1.json,val,9784897,6556033,16,11,0.806452,0.772358,0.837209,0.878049,0.857143,0.881533,0.853659,0.777778,0.666667,0.903226,0.75,0.714286,41,9,12,adam,0.001,0.0,late,16,16,mobilenet,45.99,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:13:21+00:00
tuning,A2_late,6f9e402b9e,102,primary,split_v1.json,val,9784897,6556033,9,4,0.693548,0.594077,0.711538,0.902439,0.795699,0.84669,0.780488,0.666667,0.416667,0.861538,0.727273,0.588235,41,9,12,adam,0.001,0.0,late,16,16,mobilenet,30.27,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:13:52+00:00
tuning,A2_late,6f9e402b9e,103,primary,split_v1.json,val,9784897,6556033,10,5,0.709677,0.629501,0.734694,0.878049,0.8,0.810685,0.756098,0.888889,0.416667,0.84375,0.888889,0.588235,41,9,12,adam,0.001,0.0,late,16,16,mobilenet,34.03,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:14:26+00:00
tuning,A2_late,a5147c1bb2,101,primary,split_v1.json,val,9784897,6556033,12,7,0.741935,0.711963,0.804878,0.804878,0.804878,0.853659,0.756098,1.0,0.5,0.827586,1.0,0.625,41,9,12,rmsprop,0.0001,0.0,late,16,16,mobilenet,31.77,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:14:58+00:00
tuning,A2_late,a5147c1bb2,102,primary,split_v1.json,val,9784897,6556033,8,3,0.758065,0.700929,0.782609,0.878049,0.827586,0.825784,0.804878,0.888889,0.5,0.878788,0.857143,0.571429,41,9,12,rmsprop,0.0001,0.0,late,16,16,mobilenet,22.93,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:15:21+00:00
tuning,A2_late,a5147c1bb2,103,primary,split_v1.json,val,9784897,6556033,9,4,0.709677,0.652729,0.755556,0.829268,0.790698,0.801394,0.756098,0.777778,0.5,0.83871,0.75,0.625,41,9,12,rmsprop,0.0001,0.0,late,16,16,mobilenet,25.16,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:15:46+00:00
tuning,A2_late,6187c0b4d5,101,primary,split_v1.json,val,9784897,6556033,12,7,0.790323,0.736934,0.804348,0.902439,0.850575,0.825784,0.829268,0.888889,0.583333,0.895522,0.857143,0.615385,41,9,12,rmsprop,0.0003,0.0,late,16,16,mobilenet,32.16,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:16:18+00:00
tuning,A2_late,6187c0b4d5,102,primary,split_v1.json,val,9784897,6556033,15,10,0.725806,0.699768,0.8,0.780488,0.790123,0.861789,0.756098,0.777778,0.583333,0.833333,0.75,0.615385,41,9,12,rmsprop,0.0003,0.0,late,16,16,mobilenet,41.89,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T03:17:00+00:00
tuning,A2_late,6187c0b4d5,103,primary,split_v1.json,val,9784897,6556033,7,2,0.725806,0.664925,0.76087,0.853659,0.804598,0.737515,0.756098,0.777778,0.583333,0.83871,0.8,0.666667,41,9,12,rmsprop,0.0003,0.0,late,16,16,mobilenet,42.13,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T04:53:44+00:00
tuning,A2_late,1fb1c539fd,101,primary,split_v1.json,val,9784897,6556033,11,6,0.725806,0.688153,0.785714,0.804878,0.795181,0.799071,0.756098,0.777778,0.583333,0.84375,0.75,0.545455,41,9,12,rmsprop,0.001,0.0,late,16,16,mobilenet,29.33,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T04:54:13+00:00
tuning,A2_late,1fb1c539fd,102,primary,split_v1.json,val,9784897,6556033,7,2,0.709677,0.617886,0.72549,0.902439,0.804348,0.706156,0.780488,0.555556,0.583333,0.861538,0.6,0.705882,41,9,12,rmsprop,0.001,0.0,late,16,16,mobilenet,19.77,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T04:54:33+00:00
tuning,A2_late,1fb1c539fd,103,primary,split_v1.json,val,9784897,6556033,11,6,0.677419,0.60511,0.723404,0.829268,0.772727,0.815331,0.707317,0.777778,0.5,0.8125,0.75,0.625,41,9,12,rmsprop,0.001,0.0,late,16,16,mobilenet,29.3,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T04:55:02+00:00
tuning,A2_mid,a6e097409a,101,primary,split_v1.json,val,9685537,6456673,28,23,0.83871,0.819977,0.878049,0.878049,0.878049,0.904762,0.878049,0.777778,0.75,0.918033,0.75,0.769231,41,9,12,adam,0.0001,0.0,mid,16,16,mobilenet,344.78,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:00:47+00:00
tuning,A2_mid,a6e097409a,102,primary,split_v1.json,val,9685537,6456673,11,6,0.758065,0.6777,0.76,0.926829,0.835165,0.896632,0.829268,0.777778,0.5,0.895522,0.75,0.625,41,9,12,adam,0.0001,0.0,mid,16,16,mobilenet,114.17,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:02:42+00:00
tuning,A2_mid,a6e097409a,103,primary,split_v1.json,val,9685537,6456673,9,4,0.790323,0.725319,0.791667,0.926829,0.853933,0.87921,0.829268,0.777778,0.666667,0.892308,0.8,0.714286,41,9,12,adam,0.0001,0.0,mid,16,16,mobilenet,92.25,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:04:14+00:00
tuning,A2_mid,4ac5d53dad,101,primary,split_v1.json,val,9685537,6456673,17,12,0.83871,0.796748,0.844444,0.926829,0.883721,0.860627,0.926829,0.777778,0.583333,0.952381,0.75,0.666667,41,9,12,adam,0.0003,0.0,mid,16,16,mobilenet,195.95,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:07:30+00:00
tuning,A2_mid,4ac5d53dad,102,primary,split_v1.json,val,9685537,6456673,14,9,0.806452,0.772358,0.837209,0.878049,0.857143,0.858304,0.853659,0.777778,0.666667,0.903226,0.75,0.714286,41,9,12,adam,0.0003,0.0,mid,16,16,mobilenet,143.5,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:09:53+00:00
tuning,A2_mid,4ac5d53dad,103,primary,split_v1.json,val,9685537,6456673,11,6,0.725806,0.630081,0.730769,0.926829,0.817204,0.853659,0.780488,0.666667,0.583333,0.865672,0.666667,0.705882,41,9,12,adam,0.0003,0.0,mid,16,16,mobilenet,113.01,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:11:47+00:00
tuning,A2_mid,9ef40fe740,101,primary,split_v1.json,val,9685537,6456673,9,4,0.741935,0.642276,0.735849,0.95122,0.829787,0.806039,0.780488,0.777778,0.583333,0.869565,0.75,0.705882,41,9,12,adam,0.001,0.0,mid,16,16,mobilenet,94.03,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:13:21+00:00
tuning,A2_mid,9ef40fe740,102,primary,split_v1.json,val,9685537,6456673,13,8,0.66129,0.546458,0.685185,0.902439,0.778947,0.83043,0.756098,0.444444,0.5,0.848485,0.545455,0.666667,41,9,12,adam,0.001,0.0,mid,16,16,mobilenet,132.96,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:15:34+00:00
tuning,A2_mid,9ef40fe740,103,primary,split_v1.json,val,9685537,6456673,14,9,0.725806,0.606852,0.714286,0.97561,0.824742,0.898955,0.780488,0.555556,0.666667,0.869565,0.6,0.777778,41,9,12,adam,0.001,0.0,mid,16,16,mobilenet,151.93,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:18:06+00:00
tuning,A2_mid,eec86854f2,101,primary,split_v1.json,val,9685537,6456673,15,10,0.806452,0.760743,0.822222,0.902439,0.860465,0.885017,0.853659,0.777778,0.666667,0.90625,0.75,0.714286,41,9,12,rmsprop,0.0001,0.0,mid,16,16,mobilenet,164.1,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:20:50+00:00
tuning,A2_mid,eec86854f2,102,primary,split_v1.json,val,9685537,6456673,8,3,0.758065,0.666086,0.75,0.95122,0.83871,0.833914,0.829268,0.666667,0.583333,0.892308,0.727273,0.705882,41,9,12,rmsprop,0.0001,0.0,mid,16,16,mobilenet,101.9,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:22:32+00:00
tuning,A2_mid,eec86854f2,103,primary,split_v1.json,val,9685537,6456673,14,9,0.83871,0.819977,0.878049,0.878049,0.878049,0.88734,0.878049,0.777778,0.75,0.918033,0.75,0.769231,41,9,12,rmsprop,0.0001,0.0,mid,16,16,mobilenet,163.97,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:25:16+00:00
tuning,A2_mid,d8fa4e3dbc,101,primary,split_v1.json,val,9685537,6456673,8,3,0.677419,0.535424,0.677966,0.97561,0.8,0.811847,0.731707,0.555556,0.583333,0.84507,0.6,0.736842,41,9,12,rmsprop,0.0003,0.0,mid,16,16,mobilenet,89.97,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:26:46+00:00
tuning,A2_mid,d8fa4e3dbc,102,primary,split_v1.json,val,9685537,6456673,16,11,0.790323,0.713705,0.78,0.95122,0.857143,0.900116,0.829268,0.777778,0.666667,0.895522,0.75,0.75,41,9,12,rmsprop,0.0003,0.0,mid,16,16,mobilenet,172.79,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:29:39+00:00
tuning,A2_mid,d8fa4e3dbc,103,primary,split_v1.json,val,9685537,6456673,11,6,0.758065,0.6777,0.76,0.926829,0.835165,0.793264,0.804878,0.777778,0.583333,0.882353,0.75,0.666667,41,9,12,rmsprop,0.0003,0.0,mid,16,16,mobilenet,119.53,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:31:39+00:00
tuning,A2_mid,ff1e303ce9,101,primary,split_v1.json,val,9685537,6456673,10,5,0.758065,0.689315,0.770833,0.902439,0.831461,0.815331,0.804878,0.777778,0.583333,0.878788,0.75,0.666667,41,9,12,rmsprop,0.001,0.0,mid,16,16,mobilenet,109.16,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:33:28+00:00
tuning,A2_mid,ff1e303ce9,102,primary,split_v1.json,val,9685537,6456673,13,8,0.806452,0.737515,0.795918,0.95122,0.866667,0.869919,0.804878,0.777778,0.833333,0.882353,0.75,0.857143,41,9,12,rmsprop,0.001,0.0,mid,16,16,mobilenet,140.93,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:35:49+00:00
tuning,A2_mid,ff1e303ce9,103,primary,split_v1.json,val,9685537,6456673,11,6,0.758065,0.666086,0.75,0.95122,0.83871,0.878049,0.756098,0.777778,0.75,0.852941,0.75,0.823529,41,9,12,rmsprop,0.001,0.0,mid,16,16,mobilenet,121.5,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:37:51+00:00
tuning,A0,fd74524fd5,101,primary,split_v1.json,val,9651649,6422785,6,1,0.693548,0.570848,0.696429,0.95122,0.804124,0.744483,0.707317,0.666667,0.666667,0.823529,0.727273,0.777778,41,9,12,adam,0.0001,0.0,,16,16,mobilenet,38.95,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:38:44+00:00
tuning,A0,fd74524fd5,102,primary,split_v1.json,val,9651649,6422785,12,7,0.758065,0.6777,0.76,0.926829,0.835165,0.825784,0.780488,0.777778,0.666667,0.861538,0.8,0.75,41,9,12,adam,0.0001,0.0,,16,16,mobilenet,37.36,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:39:22+00:00
tuning,A3,9c4a50a986,103,primary,split_v1.json,val,9651652,6422788,10,5,0.709677,0.641115,0.744681,0.853659,0.795455,0.790941,0.804878,0.666667,0.416667,0.875,0.666667,0.533333,41,9,12,adam,0.0001,0.0,,16,16,mobilenet,32.25,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:39:54+00:00
tuning,A0,fd74524fd5,103,primary,split_v1.json,val,9651649,6422785,11,6,0.725806,0.664925,0.76087,0.853659,0.804598,0.800232,0.756098,0.777778,0.583333,0.848485,0.75,0.615385,41,9,12,adam,0.0001,0.0,,16,16,mobilenet,34.73,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:40:29+00:00
tuning,A3,de6bcf5d00,101,primary,split_v1.json,val,9651652,6422788,8,3,0.741935,0.642276,0.735849,0.95122,0.829787,0.790941,0.756098,0.888889,0.583333,0.857143,0.888889,0.666667,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,24.17,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:40:53+00:00
tuning,A0,0b3020cd77,101,primary,split_v1.json,val,9651649,6422785,9,4,0.725806,0.65331,0.75,0.878049,0.808989,0.833914,0.756098,0.888889,0.5,0.84375,0.888889,0.625,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,27.37,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:41:21+00:00
tuning,A3,de6bcf5d00,102,primary,split_v1.json,val,9651652,6422788,12,7,0.725806,0.65331,0.75,0.878049,0.808989,0.829268,0.780488,0.666667,0.583333,0.861538,0.666667,0.666667,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,35.57,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:41:57+00:00
tuning,A0,0b3020cd77,102,primary,split_v1.json,val,9651649,6422785,9,4,0.725806,0.618467,0.722222,0.95122,0.821053,0.832753,0.780488,0.777778,0.5,0.869565,0.8,0.625,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,27.47,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:42:24+00:00
tuning,A3,de6bcf5d00,103,primary,split_v1.json,val,9651652,6422788,10,5,0.725806,0.630081,0.730769,0.926829,0.817204,0.826945,0.756098,0.777778,0.583333,0.852941,0.8,0.666667,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,29.64,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:42:54+00:00
