phase,arm,config_hash,seed,corpus,split_file,eval_partition,n_params,n_params_trainable,epochs_run,best_epoch,acc,bal_acc,prec,rec,f1,auc,acc_urdu,acc_english,acc_digit,f1_urdu,f1_english,f1_digit,n_urdu,n_english,n_digit,optimizer,learning_rate,weight_decay,depth_config,sca_d,sca_r,backbone,runtime_s,env,timestamp
tuning,A0,0b3020cd77,103,primary,split_v1.json,val,9651649,6422785,9,4,0.709677,0.617886,0.72549,0.902439,0.804348,0.816492,0.731707,0.777778,0.583333,0.835821,0.8,0.666667,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,29.92,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:43:24+00:00
tuning,A3,23641f9c0f,101,primary,split_v1.json,val,9651652,6422788,9,4,0.709677,0.594657,0.709091,0.95122,0.8125,0.788618,0.780488,0.666667,0.5,0.869565,0.666667,0.666667,41,9,12,adam,0.001,0.0,,16,16,mobilenet,27.3,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:43:51+00:00
tuning,A0,617ce921b2,101,primary,split_v1.json,val,9651649,6422785,12,7,0.709677,0.641115,0.744681,0.853659,0.795455,0.826945,0.731707,0.777778,0.583333,0.830769,0.8,0.615385,41,9,12,adam,0.001,0.0,,16,16,mobilenet,35.26,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:44:27+00:00
tuning,A3,23641f9c0f,102,primary,split_v1.json,val,9651652,6422788,13,8,0.709677,0.652729,0.755556,0.829268,0.790698,0.847851,0.731707,0.777778,0.583333,0.830769,0.75,0.615385,41,9,12,adam,0.001,0.0,,16,16,mobilenet,37.78,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:45:05+00:00
tuning,A0,617ce921b2,102,primary,split_v1.json,val,9651649,6422785,13,8,0.741935,0.688734,0.777778,0.853659,0.813953,0.801394,0.804878,0.777778,0.5,0.875,0.75,0.571429,41,9,12,adam,0.001,0.0,,16,16,mobilenet,37.37,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:45:42+00:00
tuning,A3,23641f9c0f,103,primary,split_v1.json,val,9651652,6422788,16,11,0.725806,0.618467,0.722222,0.95122,0.821053,0.84669,0.780488,0.777778,0.5,0.869565,0.8,0.625,41,9,12,adam,0.001,0.0,,16,16,mobilenet,45.63,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:46:28+00:00
tuning,A0,617ce921b2,103,primary,split_v1.json,val,9651649,6422785,14,9,0.709677,0.617886,0.72549,0.902439,0.804348,0.811847,0.756098,0.666667,0.583333,0.848485,0.666667,0.705882,41,9,12,adam,0.001,0.0,,16,16,mobilenet,40.18,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:47:08+00:00
tuning,A3,9ebef067dd,101,primary,split_v1.json,val,9651652,6422788,8,3,0.725806,0.641696,0.74,0.902439,0.813187,0.823461,0.756098,0.777778,0.583333,0.848485,0.75,0.705882,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,19.38,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:47:28+00:00
tuning,A0,2d62221d9b,101,primary,split_v1.json,val,9651649,6422785,10,5,0.741935,0.665505,0.755102,0.902439,0.822222,0.782811,0.731707,0.777778,0.75,0.835821,0.75,0.8,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,24.9,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:47:53+00:00
tuning,A3,9ebef067dd,102,primary,split_v1.json,val,9651652,6422788,7,2,0.774194,0.724739,0.8,0.878049,0.837209,0.8223,0.780488,0.888889,0.666667,0.857143,0.888889,0.714286,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,17.44,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:48:10+00:00
tuning,A0,2d62221d9b,102,primary,split_v1.json,val,9651649,6422785,9,4,0.677419,0.593496,0.714286,0.853659,0.777778,0.785134,0.731707,0.666667,0.5,0.835821,0.666667,0.571429,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,21.63,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:48:32+00:00
tuning,A3,9ebef067dd,103,primary,split_v1.json,val,9651652,6422788,6,1,0.741935,0.67712,0.765957,0.878049,0.818182,0.765389,0.756098,0.666667,0.75,0.84375,0.727273,0.769231,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,15.25,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:48:47+00:00
tuning,A0,2d62221d9b,103,primary,split_v1.json,val,9651649,6422785,6,1,0.758065,0.735772,0.825,0.804878,0.814815,0.780488,0.731707,0.777778,0.833333,0.813559,0.8,0.833333,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,15.67,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:49:03+00:00
tuning,A3,9783eae6fa,101,primary,split_v1.json,val,9651652,6422788,8,3,0.693548,0.686992,0.805556,0.707317,0.753247,0.813008,0.731707,0.777778,0.5,0.807018,0.75,0.5,41,9,12,rmsprop,0.0003,0.0,,16,16,mobilenet,19.33,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:49:22+00:00
tuning,A0,5cf33c73df,101,primary,split_v1.json,val,9651649,6422785,8,3,0.709677,0.687573,0.794872,0.756098,0.775,0.803717,0.707317,0.777778,0.666667,0.8,0.75,0.666667,41,9,12,rmsprop,0.0003,0.0,,16,16,mobilenet,19.36,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:49:42+00:00
tuning,A3,9783eae6fa,102,primary,split_v1.json,val,9651652,6422788,10,5,0.725806,0.641696,0.74,0.902439,0.813187,0.781649,0.756098,0.777778,0.583333,0.848485,0.8,0.666667,41,9,12,rmsprop,0.0003,0.0,,16,16,mobilenet,24.98,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:50:07+00:00
tuning,A0,5cf33c73df,102,primary,split_v1.json,val,9651649,6422785,8,3,0.66129,0.558072,0.692308,0.878049,0.774194,0.752613,0.707317,0.555556,0.583333,0.806452,0.666667,0.736842,41,9,12,rmsprop,0.0003,0.0,,16,16,mobilenet,19.39,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:50:27+00:00
tuning,A3,9783eae6fa,103,primary,split_v1.json,val,9651652,6422788,8,3,0.66129,0.534843,0.678571,0.926829,0.783505,0.765389,0.707317,0.666667,0.5,0.828571,0.727273,0.625,41,9,12,rmsprop,0.0003,0.0,,16,16,mobilenet,19.36,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:50:46+00:00
tuning,A0,5cf33c73df,103,primary,split_v1.json,val,9651649,6422785,8,3,0.725806,0.641696,0.74,0.902439,0.813187,0.694541,0.780488,0.666667,0.583333,0.861538,0.666667,0.705882,41,9,12,rmsprop,0.0003,0.0,,16,16,mobilenet,20.03,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:51:06+00:00
tuning,A3,d818b9c55e,101,primary,split_v1.json,val,9651652,6422788,10,5,0.709677,0.641115,0.744681,0.853659,0.795455,0.764228,0.731707,0.666667,0.666667,0.830769,0.666667,0.714286,41,9,12,rmsprop,0.001,0.0,,16,16,mobilenet,23.42,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:51:30+00:00
tuning,A0,7a049f71c7,101,primary,split_v1.json,val,9651649,6422785,9,4,0.677419,0.663182,0.783784,0.707317,0.74359,0.768873,0.707317,0.666667,0.583333,0.785714,0.666667,0.615385,41,9,12,rmsprop,0.001,0.0,,16,16,mobilenet,21.38,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:51:51+00:00
tuning,A3,d818b9c55e,102,primary,split_v1.json,val,9651652,6422788,11,6,0.725806,0.664925,0.76087,0.853659,0.804598,0.788618,0.731707,1.0,0.5,0.825397,1.0,0.625,41,9,12,rmsprop,0.001,0.0,,16,16,mobilenet,26.55,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:52:18+00:00
tuning,A0,7a049f71c7,102,primary,split_v1.json,val,9651649,6422785,11,6,0.725806,0.630081,0.730769,0.926829,0.817204,0.810685,0.780488,0.666667,0.583333,0.861538,0.666667,0.736842,41,9,12,rmsprop,0.001,0.0,,16,16,mobilenet,25.3,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:52:43+00:00
tuning,A3,d818b9c55e,103,primary,split_v1.json,val,9651652,6422788,15,10,0.709677,0.617886,0.72549,0.902439,0.804348,0.804878,0.780488,0.666667,0.5,0.865672,0.666667,0.625,41,9,12,rmsprop,0.001,0.0,,16,16,mobilenet,33.89,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:53:17+00:00
tuning,A0,7a049f71c7,103,primary,split_v1.json,val,9651649,6422785,14,9,0.741935,0.723577,0.820513,0.780488,0.8,0.83043,0.756098,0.888889,0.583333,0.833333,0.857143,0.615385,41,9,12,rmsprop,0.001,0.0,,16,16,mobilenet,31.48,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:53:49+00:00
tuning,A0,621ed640a6,101,primary,split_v1.json,val,9651649,6422785,30,25,0.709677,0.629501,0.734694,0.878049,0.8,0.704994,0.756098,0.555556,0.666667,0.848485,0.5,0.75,41,9,12,sgd,0.0001,0.0,,16,16,mobilenet,30.35,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:54:19+00:00
tuning,A0,621ed640a6,102,primary,split_v1.json,val,9651649,6422785,23,18,0.709677,0.617886,0.72549,0.902439,0.804348,0.760743,0.756098,0.777778,0.5,0.848485,0.8,0.625,41,9,12,sgd,0.0001,0.0,,16,16,mobilenet,23.38,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:54:43+00:00
tuning,A0,621ed640a6,103,primary,split_v1.json,val,9651649,6422785,40,35,0.693548,0.594077,0.711538,0.902439,0.795699,0.764228,0.780488,0.777778,0.333333,0.865672,0.8,0.5,41,9,12,sgd,0.0001,0.0,,16,16,mobilenet,38.33,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:55:21+00:00
tuning,A0,fa7d8c8c6b,101,primary,split_v1.json,val,9651649,6422785,14,9,0.725806,0.630081,0.730769,0.926829,0.817204,0.707317,0.756098,0.555556,0.75,0.848485,0.6,0.823529,41,9,12,sgd,0.0003,0.0,,16,16,mobilenet,15.75,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:55:37+00:00
tuning,A0,fa7d8c8c6b,102,primary,split_v1.json,val,9651649,6422785,18,13,0.709677,0.629501,0.734694,0.878049,0.8,0.797909,0.780488,0.666667,0.5,0.861538,0.666667,0.625,41,9,12,sgd,0.0003,0.0,,16,16,mobilenet,18.69,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:55:56+00:00
tuning,A0,fa7d8c8c6b,103,primary,split_v1.json,val,9651649,6422785,19,14,0.677419,0.581882,0.705882,0.878049,0.782609,0.751452,0.756098,0.777778,0.333333,0.848485,0.8,0.5,41,9,12,sgd,0.0003,0.0,,16,16,mobilenet,19.75,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:56:16+00:00
tuning,A0,46a7966e80,101,primary,split_v1.json,val,9651649,6422785,14,9,0.709677,0.641115,0.744681,0.853659,0.795455,0.794425,0.731707,0.666667,0.666667,0.830769,0.666667,0.714286,41,9,12,sgd,0.001,0.0,,16,16,mobilenet,16.2,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:56:32+00:00
tuning,A0,46a7966e80,102,primary,split_v1.json,val,9651649,6422785,12,7,0.741935,0.67712,0.765957,0.878049,0.818182,0.844367,0.780488,0.666667,0.666667,0.857143,0.666667,0.75,41,9,12,sgd,0.001,0.0,,16,16,mobilenet,14.24,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:56:46+00:00
tuning,A0,46a7966e80,103,primary,split_v1.json,val,9651649,6422785,13,8,0.725806,0.630081,0.730769,0.926829,0.817204,0.802555,0.780488,0.777778,0.5,0.865672,0.8,0.625,41,9,12,sgd,0.001,0.0,,16,16,mobilenet,14.23,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T05:57:01+00:00
tuning,A0,51531e76c2,101,primary,split_v1.json,val,12938561,12938561,50,47,0.66129,0.5,0.66129,1.0,0.796117,0.514518,0.731707,0.444444,0.583333,0.84507,0.615385,0.736842,41,9,12,sgd,0.0001,0.0,,16,16,cnn_scratch,1427.07,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T07:42:14+00:00
pilot,A1_mid,bd6af6fbfe,201,primary,split_v1.json,val,9685537,6456673,11,6,0.790323,0.783391,0.868421,0.804878,0.835443,0.867596,0.878049,0.777778,0.5,0.915254,0.75,0.5,41,9,12,rmsprop,0.0003,0.0,mid,16,16,mobilenet,155.05,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:27:03+00:00
pilot,A1_mid,bd6af6fbfe,202,primary,split_v1.json,val,9685537,6456673,11,6,0.774194,0.736353,0.813953,0.853659,0.833333,0.882695,0.804878,0.777778,0.666667,0.870968,0.75,0.714286,41,9,12,rmsprop,0.0003,0.0,mid,16,16,mobilenet,118.82,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:29:01+00:00
pilot,A1_mid,bd6af6fbfe,203,primary,split_v1.json,val,9685537,6456673,9,4,0.725806,0.65331,0.75,0.878049,0.808989,0.781649,0.780488,0.666667,0.583333,0.865672,0.666667,0.615385,41,9,12,rmsprop,0.0003,0.0,mid,16,16,mobilenet,98.05,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:30:40+00:00
pilot,A1_mid,bd6af6fbfe,204,primary,split_v1.json,val,9685537,6456673,14,9,0.790323,0.725319,0.791667,0.926829,0.853933,0.857143,0.853659,0.777778,0.583333,0.90625,0.75,0.705882,41,9,12,rmsprop,0.0003,0.0,mid,16,16,mobilenet,141.54,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:33:01+00:00
pilot,A1_mid,bd6af6fbfe,205,primary,split_v1.json,val,9685537,6456673,10,5,0.725806,0.606852,0.714286,0.97561,0.824742,0.868757,0.756098,0.666667,0.666667,0.857143,0.727273,0.75,41,9,12,rmsprop,0.0003,0.0,mid,16,16,mobilenet,115.77,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:34:57+00:00
pilot,A2_mid,eec86854f2,201,primary,split_v1.json,val,9685537,6456673,9,4,0.774194,0.759582,0.846154,0.804878,0.825,0.859466,0.829268,0.777778,0.583333,0.881356,0.75,0.615385,41,9,12,rmsprop,0.0001,0.0,mid,16,16,mobilenet,99.79,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:36:37+00:00
pilot,A2_mid,eec86854f2,202,primary,split_v1.json,val,9685537,6456673,11,6,0.741935,0.665505,0.755102,0.902439,0.822222,0.850174,0.756098,0.777778,0.666667,0.852941,0.75,0.714286,41,9,12,rmsprop,0.0001,0.0,mid,16,16,mobilenet,128.11,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:38:45+00:00
pilot,A2_mid,eec86854f2,203,primary,split_v1.json,val,9685537,6456673,9,4,0.709677,0.606272,0.716981,0.926829,0.808511,0.780488,0.731707,0.666667,0.666667,0.84058,0.666667,0.75,41,9,12,rmsprop,0.0001,0.0,mid,16,16,mobilenet,148.98,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:41:14+00:00
pilot,A2_mid,eec86854f2,204,primary,split_v1.json,val,9685537,6456673,15,10,0.83871,0.808362,0.860465,0.902439,0.880952,0.898955,0.853659,0.777778,0.833333,0.903226,0.75,0.857143,41,9,12,rmsprop,0.0001,0.0,mid,16,16,mobilenet,199.68,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:44:34+00:00
pilot,A2_mid,eec86854f2,205,primary,split_v1.json,val,9685537,6456673,15,10,0.870968,0.844367,0.883721,0.926829,0.904762,0.882695,0.95122,0.777778,0.666667,0.966667,0.75,0.75,41,9,12,rmsprop,0.0001,0.0,mid,16,16,mobilenet,167.03,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:47:21+00:00
tuning,A5,aaad76d5de,101,primary,split_v1.json,val,22497219,19268355,8,3,0.709677,0.641115,0.744681,0.853659,0.795455,0.739837,0.756098,0.777778,0.5,0.84375,0.75,0.625,41,9,12,adam,0.0001,0.0,,16,16,mobilenet,86.27,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:51:21+00:00
tuning,A5,aaad76d5de,102,primary,split_v1.json,val,22497219,19268355,10,5,0.758065,0.6777,0.76,0.926829,0.835165,0.859466,0.780488,0.777778,0.666667,0.865672,0.75,0.75,41,9,12,adam,0.0001,0.0,,16,16,mobilenet,79.95,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:52:41+00:00
tuning,A5,aaad76d5de,103,primary,split_v1.json,val,22497219,19268355,9,4,0.709677,0.594657,0.709091,0.95122,0.8125,0.83856,0.756098,0.666667,0.583333,0.852941,0.727273,0.705882,41,9,12,adam,0.0001,0.0,,16,16,mobilenet,72.39,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T08:53:54+00:00
tuning,A5,f8b8bb4cf7,101,primary,split_v1.json,val,22497219,19268355,40,35,0.774194,0.713124,0.787234,0.902439,0.840909,0.867596,0.804878,0.777778,0.666667,0.875,0.75,0.75,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,583.04,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:03:37+00:00
tuning,A5,f8b8bb4cf7,101,primary,split_v1.json,val,22497219,19268355,40,35,0.774194,0.713124,0.787234,0.902439,0.840909,0.867596,0.804878,0.777778,0.666667,0.875,0.75,0.75,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,634.85,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:04:40+00:00
tuning,A5,f8b8bb4cf7,102,primary,split_v1.json,val,22497219,19268355,13,8,0.758065,0.6777,0.76,0.926829,0.835165,0.861789,0.756098,0.888889,0.666667,0.848485,0.888889,0.75,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,216.03,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:07:14+00:00
tuning,A5,f8b8bb4cf7,102,primary,split_v1.json,val,22497219,19268355,13,8,0.758065,0.6777,0.76,0.926829,0.835165,0.861789,0.756098,0.888889,0.666667,0.848485,0.888889,0.75,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,169.42,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:07:30+00:00
tuning,A5,f8b8bb4cf7,103,primary,split_v1.json,val,22497219,19268355,10,5,0.741935,0.653891,0.745098,0.926829,0.826087,0.666667,0.731707,1.0,0.583333,0.84507,1.0,0.615385,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,137.1,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:09:31+00:00
tuning,A5,f8b8bb4cf7,103,primary,split_v1.json,val,22497219,19268355,10,5,0.741935,0.653891,0.745098,0.926829,0.826087,0.666667,0.731707,1.0,0.583333,0.84507,1.0,0.615385,41,9,12,adam,0.0003,0.0,,16,16,mobilenet,176.72,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:10:27+00:00
tuning,A5,0f41704d77,101,primary,split_v1.json,val,22497219,19268355,11,6,0.66129,0.5,0.66129,1.0,0.796117,0.5,0.731707,0.444444,0.583333,0.84507,0.615385,0.736842,41,9,12,adam,0.001,0.0,,16,16,mobilenet,202.07,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:12:54+00:00
tuning,A5,0f41704d77,101,primary,split_v1.json,val,22497219,19268355,11,6,0.66129,0.5,0.66129,1.0,0.796117,0.5,0.731707,0.444444,0.583333,0.84507,0.615385,0.736842,41,9,12,adam,0.001,0.0,,16,16,mobilenet,150.39,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:12:57+00:00
tuning,A5,0f41704d77,102,primary,split_v1.json,val,22497219,19268355,10,5,0.709677,0.617886,0.72549,0.902439,0.804348,0.626016,0.780488,0.555556,0.583333,0.869565,0.0,0.736842,41,9,12,adam,0.001,0.0,,16,16,mobilenet,151.1,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:15:25+00:00
tuning,A5,0f41704d77,102,primary,split_v1.json,val,22497219,19268355,10,5,0.709677,0.617886,0.72549,0.902439,0.804348,0.626016,0.780488,0.555556,0.583333,0.869565,0.0,0.736842,41,9,12,adam,0.001,0.0,,16,16,mobilenet,156.16,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:15:34+00:00
tuning,A5,0f41704d77,103,primary,split_v1.json,val,22497219,19268355,11,6,0.693548,0.582462,0.703704,0.926829,0.8,0.581882,0.731707,0.777778,0.5,0.84507,0.666667,0.666667,41,9,12,adam,0.001,0.0,,16,16,mobilenet,174.61,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:18:19+00:00
tuning,A5,0f41704d77,103,primary,split_v1.json,val,22497219,19268355,11,6,0.693548,0.582462,0.703704,0.926829,0.8,0.581882,0.731707,0.777778,0.5,0.84507,0.666667,0.666667,41,9,12,adam,0.001,0.0,,16,16,mobilenet,167.07,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:18:21+00:00
tuning,A5,214a0f8705,101,primary,split_v1.json,val,22497219,19268355,8,3,0.741935,0.653891,0.745098,0.926829,0.826087,0.795587,0.756098,0.888889,0.583333,0.84375,0.888889,0.736842,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,90.79,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:19:50+00:00
tuning,A5,214a0f8705,101,primary,split_v1.json,val,22497219,19268355,8,3,0.741935,0.653891,0.745098,0.926829,0.826087,0.795587,0.756098,0.888889,0.583333,0.84375,0.888889,0.736842,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,96.38,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:19:57+00:00
tuning,A5,214a0f8705,102,primary,split_v1.json,val,22497219,19268355,6,1,0.693548,0.640534,0.75,0.804878,0.776471,0.736353,0.780488,0.555556,0.5,0.861538,0.333333,0.571429,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,57.03,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:20:54+00:00
tuning,A5,214a0f8705,102,primary,split_v1.json,val,22497219,19268355,6,1,0.693548,0.640534,0.75,0.804878,0.776471,0.736353,0.780488,0.555556,0.5,0.861538,0.333333,0.571429,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,77.7,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:21:08+00:00
tuning,A5,214a0f8705,103,primary,split_v1.json,val,22497219,19268355,11,6,0.774194,0.689895,0.764706,0.95122,0.847826,0.833914,0.780488,0.888889,0.666667,0.865672,0.888889,0.75,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,107.87,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:22:42+00:00
tuning,A5,214a0f8705,103,primary,split_v1.json,val,22497219,19268355,11,6,0.774194,0.689895,0.764706,0.95122,0.847826,0.833914,0.780488,0.888889,0.666667,0.865672,0.888889,0.75,41,9,12,rmsprop,0.0001,0.0,,16,16,mobilenet,190.71,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:24:19+00:00
tuning,A5,a86b6569fb,101,primary,split_v1.json,val,22497219,19268355,14,9,0.693548,0.640534,0.75,0.804878,0.776471,0.781649,0.731707,0.777778,0.5,0.813559,0.75,0.666667,41,9,12,rmsprop,0.0003,0.0,,16,16,mobilenet,132.28,tf2.20.0|keras3.15.1|py3.13.7|Windows|cpu,2026-09-02T09:24:55+00:00
